RSSI,ACC_X,ACC_Y,ACC_Z,Gyro_X,Gyro_Y,Gyro_Z
-65,7.47,0.62,-1.09,0.45,0.51,0.68
-65,7.47,0.68,-1.08,0.43,0.5,0.73
-68,7.47,0.69,-1.06,0.41,0.5,0.79
-68,7.47,0.72,-1.03,0.39,0.49,0.86
-69,7.49,0.73,-1,0.38,0.48,0.92
-795,7.5,0.75,-0.97,0.36,0.47,0.98
-132,7.52,0.81,-0.94,0.36,0.45,1.03
-66,7.54,0.84,-0.97,0.35,0.44,1.07
-66,7.55,0.85,-1,0.32,0.42,1.12
-69,7.56,0.87,-1.02,0.31,0.41,1.17
-67,7.59,0.95,-1.05,0.3,0.4,1.22
-70,7.63,1.02,-1.07,0.28,0.39,1.28
-65,7.7,1.09,-1.1,0.25,0.37,1.33
-65,7.74,1.14,-1.15,0.23,0.37,1.36
-66,7.8,1.2,-1.22,0.22,0.35,1.41
-69,7.88,1.27,-1.28,0.2,0.35,1.46
-67,7.95,1.34,-1.35,0.19,0.34,1.5
-66,8.04,1.41,-1.39,0.18,0.33,1.55
-67,8.13,1.5,-1.45,0.17,0.32,1.6
-67,8.22,1.53,-1.53,0.17,0.3,1.64
-66,8.27,1.56,-1.57,0.17,0.3,1.67
-67,8.34,1.57,-1.63,0.18,0.29,1.72
-65,8.39,1.55,-1.66,0.19,0.27,1.76
-65,8.43,1.5,-1.68,0.21,0.26,1.81
-67,8.46,1.48,-1.69,0.23,0.24,1.85
-68,8.47,1.44,-1.69,0.25,0.22,1.9
-66,8.48,1.37,-1.7,0.26,0.2,1.94
-66,8.49,1.32,-1.72,0.28,0.18,1.97
-69,8.5,1.22,-1.81,0.33,0.16,2.01
-67,8.52,1.27,-1.77,0.36,0.15,2.05
-67,8.54,1.27,-1.72,0.35,0.12,2.11
-68,8.59,1.19,-1.75,0.39,0.1,2.16
-67,8.61,1.13,-1.71,0.43,0.08,2.21
-66,8.66,1.12,-1.6,0.45,0.05,2.25
-68,8.68,1.1,-1.51,0.47,0.03,2.28
-66,8.73,1.04,-1.41,0.51,-0.01,2.32
-68,8.77,1,-1.34,0.53,-0.06,2.35
-69,8.82,1,-1.3,0.55,-0.1,2.37
-68,8.89,1.01,-1.32,0.57,-0.14,2.39
-68,8.98,1.04,-1.35,0.59,-0.17,2.41
-66,9.08,1.05,-1.38,0.6,-0.19,2.42
-66,9.16,1.06,-1.39,0.6,-0.2,2.42
-68,9.29,1.1,-1.37,0.6,-0.21,2.42
-67,9.42,1.18,-1.37,0.6,-0.22,2.42
-68,9.59,1.27,-1.37,0.58,-0.22,2.42
-68,9.77,1.44,-1.35,0.57,-0.23,2.42
-67,9.96,1.58,-1.37,0.57,-0.23,2.42
-65,10.15,1.65,-1.36,0.56,-0.22,2.43
-65,10.29,1.78,-1.35,0.55,-0.22,2.43
-65,10.5,1.92,-1.33,0.55,-0.21,2.44
-67,10.69,2.02,-1.29,0.54,-0.2,2.45
-65,10.9,2.12,-1.24,0.52,-0.19,2.46
-65,11.07,2.21,-1.2,0.5,-0.18,2.47
-65,11.24,2.32,-1.14,0.48,-0.18,2.49
-65,11.41,2.36,-1.13,0.47,-0.18,2.51
-67,11.51,2.33,-1.18,0.45,-0.18,2.51
-67,11.64,2.35,-1.24,0.41,-0.17,2.52
-66,11.78,2.41,-1.26,0.4,-0.16,2.53
-67,11.91,2.4,-1.26,0.4,-0.15,2.55
-66,12.05,2.35,-1.22,0.37,-0.14,2.56
-66,12.19,2.36,-1.16,0.37,-0.13,2.56
-67,12.33,2.37,-1.11,0.37,-0.13,2.57
-67,12.43,2.37,-1.09,0.36,-0.13,2.57
-68,12.57,2.38,-1.06,0.35,-0.14,2.58
-68,12.7,2.38,-1.06,0.36,-0.15,2.58
-66,12.82,2.36,-1.06,0.36,-0.15,2.59
-69,12.94,2.39,-1.04,0.37,-0.16,2.59
-70,13.04,2.4,-1.06,0.38,-0.17,2.6
-66,13.12,2.39,-1.1,0.39,-0.17,2.6
-67,13.17,2.39,-1.12,0.4,-0.18,2.61
-67,13.24,2.39,-1.12,0.42,-0.18,2.61
-70,13.3,2.4,-1.09,0.44,-0.18,2.62
-66,13.34,2.39,-1.02,0.46,-0.18,2.62
-68,13.37,2.35,-0.94,0.48,-0.19,2.63
-69,13.38,2.3,-0.88,0.5,-0.21,2.62
-67,13.37,2.26,-0.84,0.53,-0.23,2.62
-66,13.37,2.27,-0.84,0.55,-0.25,2.61
-67,13.36,2.29,-0.89,0.58,-0.28,2.6
-68,13.35,2.26,-1.01,0.61,-0.31,2.58
-67,13.35,2.26,-1.16,0.64,-0.33,2.56
-67,13.37,2.31,-1.29,0.69,-0.35,2.54
-67,13.4,2.34,-1.4,0.75,-0.37,2.53
-68,13.45,2.34,-1.48,0.82,-0.4,2.51
-66,13.51,2.32,-1.52,0.86,-0.42,2.49
-66,13.61,2.31,-1.58,0.94,-0.45,2.47
-66,13.75,2.31,-1.63,1.02,-0.48,2.45
-68,13.91,2.26,-1.63,1.11,-0.51,2.43
-67,14.06,2.11,-1.7,1.21,-0.53,2.41
-68,14.26,2.12,-1.68,1.31,-0.56,2.38
-67,14.45,2.07,-1.63,1.38,-0.58,2.36
-67,14.57,2.02,-1.59,1.43,-0.6,2.34
-67,14.75,1.96,-1.5,1.53,-0.62,2.31
-67,14.91,1.93,-1.41,1.61,-0.64,2.27
-67,15.05,1.98,-1.25,1.68,-0.65,2.23
-66,15.14,2.02,-1.09,1.75,-0.67,2.19
-68,15.19,2.04,-0.9,1.81,-0.68,2.15
-813,15.21,2.09,-0.67,1.86,-0.69,2.1
-68,15.18,2.17,-0.53,1.88,-0.69,2.06
-70,15.12,2.35,-0.31,1.91,-0.69,2.01
-67,15.05,2.6,-0.08,1.94,-0.69,1.96
-68,14.94,2.72,0.12,1.94,-0.68,1.92
-69,14.8,2.81,0.33,1.91,-0.66,1.88
-65,14.67,3.06,0.53,1.9,-0.64,1.83
-65,14.54,3.36,0.66,1.88,-0.62,1.79
-65,14.46,3.51,0.7,1.84,-0.61,1.78
-67,14.35,3.65,0.74,1.79,-0.58,1.76
-67,14.28,3.79,0.8,1.75,-0.54,1.74
-71,14.23,3.85,0.88,1.71,-0.5,1.72
-70,14.18,3.83,0.96,1.66,-0.46,1.71
-69,14.16,3.8,1,1.6,-0.43,1.69
-69,14.16,3.83,1,1.57,-0.4,1.69
-69,14.18,3.9,0.99,1.53,-0.37,1.68
-68,14.26,4.02,0.9,1.5,-0.35,1.71
-69,14.34,3.92,0.74,1.46,-0.32,1.73
-69,14.42,3.73,0.62,1.44,-0.29,1.75
-70,14.5,3.64,0.54,1.44,-0.27,1.75
-69,14.55,3.69,0.51,1.45,-0.26,1.76
-70,14.58,3.73,0.5,1.46,-0.26,1.77
-71,14.61,3.69,0.47,1.46,-0.28,1.79
-71,14.6,3.4,0.35,1.5,-0.31,1.79
69,14.56,3.18,0.24,1.62,-0.34,1.77
-67,14.49,3.17,0.15,1.7,-0.38,1.73
-68,14.38,3.25,0,1.76,-0.42,1.71
-67,14.27,3.28,-0.25,1.83,-0.46,1.69
-68,14.18,3.28,-0.45,1.88,-0.47,1.67
-68,14.02,3.3,-0.76,1.94,-0.47,1.65
-66,13.86,3.38,-1,1.99,-0.45,1.62
-65,13.69,3.48,-1.21,2.03,-0.41,1.61
-66,13.5,3.55,-1.35,2.06,-0.36,1.6
-66,13.29,3.58,-1.44,2.08,-0.31,1.59
-65,13.08,3.6,-1.49,2.1,-0.25,1.58
-67,12.94,3.61,-1.48,2.12,-0.21,1.57
-66,12.73,3.63,-1.43,2.14,-0.16,1.55
-66,12.48,3.66,-1.32,2.15,-0.11,1.54
-67,12.22,3.67,-1.25,2.17,-0.07,1.53
-66,11.94,3.61,-1.18,2.19,-0.04,1.52
-64,11.66,3.54,-1.08,2.22,-0.02,1.5
-66,11.38,3.5,-0.98,2.25,0,1.48
-64,11.18,3.47,-0.92,2.28,0.01,1.47
-65,10.87,3.38,-0.73,2.32,0.02,1.44
-66,10.56,3.22,-0.34,2.41,0,1.41
-146,10.26,3.08,0.06,2.49,-0.05,1.36
-72,9.95,2.97,0.4,2.53,-0.11,1.31
-72,9.62,2.88,0.48,2.59,-0.19,1.26
-76,9.31,2.88,0.38,2.65,-0.27,1.19
-72,9.11,2.9,0.28,2.68,-0.31,1.15
-72,8.86,2.84,0.11,2.73,-0.35,1.09
-72,8.6,2.94,0.03,2.84,-0.37,1.02
-73,8.39,3.18,0.11,2.83,-0.39,0.98
-76,8.19,3.23,0.14,2.82,-0.4,0.95
-73,8,3.12,0.15,2.87,-0.42,0.91
-75,7.89,3.11,0.18,2.89,-0.42,0.88
-75,7.78,3.18,0.27,2.89,-0.43,0.84
-75,7.68,3.2,0.38,2.89,-0.43,0.8
-72,7.64,3.21,0.47,2.88,-0.43,0.76
-74,7.61,3.25,0.55,2.87,-0.44,0.72
-75,7.61,3.37,0.58,2.84,-0.44,0.69
-72,7.62,3.42,0.61,2.8,-0.43,0.66
-73,7.64,3.44,0.64,2.77,-0.43,0.64
-75,7.68,3.47,0.69,2.72,-0.41,0.61
-72,7.75,3.49,0.75,2.65,-0.4,0.59
-79,7.83,3.5,0.79,2.57,-0.38,0.56
-75,7.92,3.56,0.81,2.48,-0.37,0.53
-77,8.03,3.62,0.79,2.36,-0.35,0.52
-72,8.16,3.58,0.73,2.26,-0.34,0.5
-73,8.25,3.57,0.68,2.22,-0.33,0.49
-76,8.38,3.61,0.63,2.15,-0.3,0.47
-75,8.53,3.71,0.61,2.06,-0.28,0.46
-77,8.67,3.71,0.57,1.98,-0.25,0.45
-78,8.83,3.7,0.51,1.89,-0.23,0.44
-73,8.93,3.72,0.49,1.81,-0.2,0.44
-77,9.06,3.68,0.48,1.75,-0.18,0.45
-78,9.23,3.61,0.39,1.67,-0.16,0.44
-77,9.17,3.6,0.36,1.64,-0.12,0.45
-77,9.1,3.42,0.54,1.54,-0.08,0.46
-75,9.17,3.14,0.63,1.42,-0.08,0.44
-74,9.42,3.02,0.37,1.38,-0.1,0.41
-73,9.69,3.06,-0.11,1.39,-0.09,0.38
-77,9.83,3.1,-0.36,1.37,-0.05,0.37
-76,9.91,3.15,-0.4,1.35,0.03,0.36
-76,9.86,3.13,-0.09,1.35,0.09,0.35
-78,9.73,3.15,0.37,1.33,0.11,0.34
-74,9.59,3.25,0.78,1.3,0.11,0.32
-75,9.41,3.39,1.11,1.24,0.1,0.32
-73,9.23,3.5,1.38,1.15,0.1,0.33
-76,9.12,3.55,1.51,1.07,0.1,0.35
-72,8.92,3.55,1.62,0.93,0.1,0.38
-73,8.76,3.57,1.58,0.8,0.08,0.41
-73,8.65,3.6,1.4,0.72,0.06,0.44
-76,8.55,3.47,1.1,0.64,0.04,0.47
-77,8.51,3.39,0.79,0.58,0.03,0.5
-73,8.5,3.34,0.58,0.57,0.02,0.52
-76,8.54,3.13,0.28,0.56,0.03,0.54
-75,8.58,2.81,0.09,0.53,0.06,0.54
-73,8.62,2.71,0.11,0.52,0.09,0.54
-75,8.67,2.58,0.28,0.51,0.11,0.54
-75,8.68,2.26,0.47,0.45,0.12,0.54
-73,8.67,2.01,0.61,0.44,0.1,0.52
-79,8.68,2,0.68,0.46,0.09,0.5
-79,8.64,2,0.75,0.47,0.06,0.5
-73,8.54,1.95,0.72,0.47,0.03,0.5
-78,8.42,1.82,0.59,0.47,0,0.51
-74,8.27,1.59,0.42,0.5,-0.02,0.51
-74,8.11,1.46,0.32,0.54,-0.03,0.5
-73,8.01,1.4,0.28,0.57,-0.04,0.5
-77,7.87,1.25,0.25,0.62,-0.05,0.48
-77,7.75,1.18,0.3,0.67,-0.06,0.46
-76,7.67,1.22,0.45,0.72,-0.07,0.43
-74,7.64,1.34,0.62,0.76,-0.09,0.42
-78,7.66,1.45,0.83,0.79,-0.11,0.41
-76,7.69,1.56,1.02,0.82,-0.13,0.4
-74,7.72,1.65,1.12,0.84,-0.15,0.39
-74,7.76,1.8,1.21,0.84,-0.17,0.39
-76,7.81,1.93,1.26,0.84,-0.19,0.39
-76,7.86,2.02,1.3,0.84,-0.21,0.39
-72,7.89,2.06,1.33,0.82,-0.22,0.4
-73,7.93,2.07,1.33,0.81,-0.23,0.4
-74,7.97,2.05,1.33,0.78,-0.23,0.41
-72,8,2.04,1.34,0.77,-0.23,0.41
-76,8.08,2.01,1.36,0.74,-0.23,0.41
-73,8.15,1.97,1.41,0.71,-0.22,0.41
-74,8.25,1.94,1.46,0.66,-0.22,0.41
-155,8.36,1.88,1.49,0.61,-0.22,0.41
-76,8.48,1.87,1.49,0.57,-0.22,0.41
-75,8.55,1.87,1.48,0.54,-0.22,0.41
-74,8.68,1.89,1.47,0.49,-0.21,0.41
-73,8.78,1.86,1.47,0.45,-0.2,0.41
-71,8.9,1.85,1.49,0.41,-0.19,0.41
-73,9.02,1.87,1.52,0.37,-0.19,0.42
-72,9.12,1.87,1.53,0.32,-0.18,0.42
-74,9.22,1.91,1.53,0.28,-0.18,0.43
-77,9.28,1.97,1.55,0.25,-0.17,0.43
-73,9.38,2.06,1.63,0.16,-0.16,0.45
-76,9.45,1.97,1.65,0.09,-0.16,0.47
-73,9.51,1.93,1.61,0.08,-0.15,0.46
-76,9.56,2.02,1.66,0.04,-0.13,0.46
-73,9.62,2.11,1.75,-0.01,-0.12,0.46
-77,9.66,2.13,1.81,-0.07,-0.11,0.47
-77,9.68,2.16,1.86,-0.1,-0.11,0.47
-74,9.72,2.23,1.93,-0.16,-0.1,0.47
-75,9.74,2.3,1.97,-0.22,-0.09,0.47
-76,9.77,2.35,2,-0.28,-0.08,0.47
-72,9.79,2.39,2.06,-0.34,-0.07,0.47
-74,9.82,2.47,2.12,-0.4,-0.05,0.47
-77,9.81,2.51,2.21,-0.47,-0.03,0.48
-76,9.81,2.52,2.28,-0.52,-0.02,0.48
-72,9.8,2.53,2.39,-0.59,0,0.48
-71,9.78,2.54,2.47,-0.65,0.01,0.48
-71,9.75,2.49,2.52,-0.72,0.01,0.48
-70,9.69,2.39,2.5,-0.78,0.02,0.48
-69,9.63,2.31,2.46,-0.83,0.02,0.47
-70,9.57,2.24,2.39,-0.88,0.03,0.46
-70,9.53,2.19,2.35,-0.9,0.03,0.46
-71,9.47,2.08,2.26,-0.94,0.04,0.45
-72,9.4,1.96,2.2,-0.96,0.05,0.43
-70,9.37,1.89,2.18,-0.97,0.05,0.42
-70,9.34,1.83,2.18,-0.97,0.05,0.4
-73,9.3,1.74,2.21,-0.97,0.04,0.38
-72,9.29,1.65,2.24,-0.96,0.03,0.37
-69,9.27,1.55,2.26,-0.97,0.02,0.33
-71,9.24,1.57,2.29,-0.96,0.01,0.3
-73,9.21,1.51,2.26,-0.96,0,0.27
-70,9.21,1.46,2.25,-0.98,-0.02,0.24
-73,9.22,1.41,2.21,-0.98,-0.03,0.2
-73,9.23,1.4,2.18,-0.97,-0.05,0.17
-70,9.23,1.41,2.15,-0.96,-0.06,0.14
-73,9.25,1.41,2.09,-0.95,-0.07,0.11
-71,9.29,1.36,2.03,-0.95,-0.07,0.07
-70,9.35,1.37,2.01,-0.93,-0.07,0.03
-70,9.43,1.41,2,-0.92,-0.07,-0.01
-72,9.5,1.41,2.02,-0.91,-0.07,-0.05
-70,9.62,1.41,2.04,-0.9,-0.06,-0.1
-72,9.7,1.46,2.05,-0.9,-0.06,-0.13
-71,9.85,1.54,2.09,-0.88,-0.06,-0.18
-72,10,1.58,2.12,-0.88,-0.05,-0.22
-70,10.16,1.64,2.15,-0.87,-0.05,-0.26
-72,10.33,1.72,2.15,-0.85,-0.04,-0.3
-70,10.49,1.77,2.16,-0.84,-0.04,-0.34
-73,10.65,1.79,2.16,-0.83,-0.04,-0.38
-70,10.81,1.79,2.17,-0.83,-0.04,-0.42
-70,10.91,1.78,2.17,-0.83,-0.04,-0.44
-71,11.07,1.75,2.14,-0.82,-0.05,-0.48
-74,11.24,1.71,2.09,-0.81,-0.06,-0.52
-71,11.43,1.67,1.98,-0.8,-0.08,-0.57
-72,11.66,1.63,1.9,-0.79,-0.08,-0.61
-74,11.91,1.63,1.84,-0.79,-0.08,-0.64
-76,12.21,1.62,1.78,-0.8,-0.07,-0.67
-73,12.42,1.6,1.75,-0.82,-0.06,-0.68
-72,12.77,1.56,1.77,-0.84,-0.04,-0.7
-75,13.17,1.49,1.82,-0.86,-0.02,-0.72
-74,13.6,1.41,1.88,-0.89,0.01,-0.73
-72,14.04,1.32,1.9,-0.92,0.02,-0.74
-741,14.49,1.19,1.92,-0.94,0.03,-0.74
-72,14.94,1,1.9,-0.96,0.05,-0.75
-76,15.24,0.87,1.9,-0.98,0.06,-0.76
-71,15.67,0.68,1.89,-0.99,0.09,-0.77
-75,16.07,0.48,1.91,-1,0.11,-0.79
-72,16.43,0.25,1.98,-1.02,0.14,-0.8
-72,16.71,0.03,2.05,-1.04,0.16,-0.82
-72,16.9,-0.25,2.09,-1.05,0.17,-0.84
-75,17.05,-0.57,2.07,-1.06,0.19,-0.87
-78,17.13,-0.73,2.07,-1.07,0.2,-0.91
-74,17.25,-0.83,2.09,-1.05,0.22,-0.96
-78,17.33,-0.82,2.11,-1.04,0.23,-1
-77,17.37,-0.79,2.08,-1.05,0.24,-1.04
-73,17.38,-0.74,2.03,-1.05,0.26,-1.07
-73,17.3,-0.64,2,-1.04,0.27,-1.1
-75,17.15,-0.55,2.02,-1.02,0.29,-1.11
-73,17,-0.51,2.03,-1,0.29,-1.12
-73,16.71,-0.46,2.03,-0.99,0.29,-1.14
-75,16.36,-0.43,2.02,-0.97,0.29,-1.15
-77,15.97,-0.45,1.99,-0.95,0.29,-1.16
-72,15.52,-0.47,1.97,-0.93,0.29,-1.18
-72,15.06,-0.46,1.96,-0.92,0.29,-1.2
-72,14.61,-0.43,1.96,-0.9,0.3,-1.22
-78,14.15,-0.46,1.88,-0.91,0.31,-1.24
-77,13.84,-0.45,1.87,-0.93,0.32,-1.25
-73,13.4,-0.45,1.89,-0.91,0.32,-1.28
-76,12.95,-0.5,1.89,-0.9,0.32,-1.31
-77,12.52,-0.53,1.89,-0.91,0.31,-1.34
-145,12.11,-0.57,1.82,-0.9,0.3,-1.38
-73,11.71,-0.57,1.7,-0.88,0.29,-1.42
-75,11.37,-0.55,1.57,-0.86,0.27,-1.46
-75,11.17,-0.54,1.48,-0.85,0.26,-1.49
-72,10.88,-0.52,1.31,-0.82,0.25,-1.53
-71,10.59,-0.55,1.11,-0.8,0.25,-1.57
-72,10.35,-0.43,1.03,-0.77,0.24,-1.61
-73,10.12,-0.38,0.96,-0.69,0.23,-1.64
-70,9.87,-0.39,0.88,-0.67,0.22,-1.67
-69,9.64,-0.37,0.84,-0.69,0.22,-1.7
-71,9.52,-0.26,0.87,-0.66,0.21,-1.71
-72,9.34,-0.31,0.76,-0.58,0.18,-1.72
-73,9.14,-0.54,0.57,-0.56,0.17,-1.76
-72,8.95,-0.57,0.45,-0.51,0.18,-1.8
-69,8.79,-0.56,0.42,-0.43,0.18,-1.84
-71,8.65,-0.69,0.4,-0.41,0.18,-1.88
-72,8.53,-0.78,0.38,-0.36,0.18,-1.93
-70,8.45,-0.76,0.35,-0.29,0.18,-1.99
-71,8.42,-0.73,0.32,-0.26,0.18,-2.02
-72,8.44,-0.64,0.28,-0.22,0.18,-2.07
-71,8.51,-0.54,0.26,-0.16,0.18,-2.11
-69,8.64,-0.42,0.25,-0.12,0.18,-2.14
-71,8.8,-0.27,0.26,-0.08,0.19,-2.18
-74,9.01,-0.12,0.26,-0.05,0.19,-2.21
-72,9.26,0.04,0.24,-0.02,0.19,-2.23
-71,9.43,0.13,0.23,-0.01,0.2,-2.24
-275,9.68,0.24,0.23,-0.03,0.2,-2.25
-69,9.96,0.29,0.18,-0.05,0.21,-2.26
-70,10.24,0.28,0.13,-0.05,0.22,-2.26
-69,10.51,0.31,0.1,-0.06,0.24,-2.27
-69,10.78,0.31,0.08,-0.08,0.27,-2.27
-69,11.07,0.34,0.11,-0.1,0.29,-2.27
-70,11.25,0.34,0.12,-0.11,0.3,-2.27
-69,11.51,0.32,0.12,-0.12,0.32,-2.27
-67,11.76,0.3,0.12,-0.15,0.34,-2.26
-69,11.99,0.29,0.11,-0.17,0.36,-2.25
-69,12.21,0.29,0.09,-0.2,0.39,-2.24
-69,12.41,0.25,0.09,-0.23,0.41,-2.23
-70,12.59,0.22,0.11,-0.25,0.44,-2.21
-69,12.69,0.19,0.12,-0.27,0.46,-2.19
-68,12.83,0.13,0.15,-0.31,0.49,-2.17
-69,12.93,0.03,0.19,-0.35,0.51,-2.15
-67,13.02,0.07,0.21,-0.38,0.54,-2.13
-69,13.08,0.05,0.21,-0.4,0.56,-2.09
-68,13.11,-0.08,0.17,-0.44,0.58,-2.06
-68,13.12,-0.13,0.17,-0.47,0.6,-2.04
-67,13.11,-0.19,0.16,-0.48,0.61,-2.02
-68,13.09,-0.24,0.13,-0.52,0.63,-2
-69,13.04,-0.17,0.09,-0.54,0.65,-1.97
-68,13,-0.19,0,-0.56,0.66,-1.93
-70,12.93,-0.31,-0.12,-0.58,0.68,-1.9
-68,12.85,-0.39,-0.19,-0.59,0.7,-1.87
-68,12.75,-0.39,-0.23,-0.6,0.72,-1.84
-68,12.69,-0.41,-0.26,-0.6,0.73,-1.82
-69,12.57,-0.47,-0.31,-0.61,0.75,-1.79
-69,12.46,-0.54,-0.38,-0.62,0.76,-1.76
-67,12.32,-0.6,-0.45,-0.6,0.77,-1.74
-69,12.19,-0.62,-0.5,-0.6,0.78,-1.72
-68,12.05,-0.63,-0.53,-0.59,0.78,-1.7
-70,11.93,-0.66,-0.59,-0.58,0.78,-1.68
-68,11.79,-0.66,-0.65,-0.56,0.79,-1.66
-69,11.71,-0.66,-0.69,-0.56,0.79,-1.65
-67,11.58,-0.65,-0.74,-0.53,0.79,-1.63
-69,11.45,-0.66,-0.8,-0.51,0.79,-1.6
-1697,11.31,-0.69,-0.86,-0.5,0.79,-1.58
-68,11.19,-0.68,-0.88,-0.47,0.79,-1.56
-70,11.08,-0.69,-0.92,-0.44,0.79,-1.54
-67,10.95,-0.72,-0.94,-0.41,0.78,-1.53
-71,10.84,-0.71,-0.98,-0.39,0.77,-1.51
-70,10.77,-0.71,-1,-0.36,0.76,-1.5
-70,10.64,-0.75,-1.07,-0.32,0.75,-1.49
-67,10.53,-0.74,-1.11,-0.29,0.74,-1.47
-68,10.42,-0.63,-1.1,-0.25,0.73,-1.46
-69,10.29,-0.67,-1.16,-0.19,0.71,-1.43
-69,10.15,-0.73,-1.21,-0.18,0.7,-1.42
-69,10.01,-0.77,-1.24,-0.15,0.69,-1.41
-68,9.92,-0.73,-1.22,-0.11,0.68,-1.4
-69,9.79,-0.76,-1.17,-0.06,0.66,-1.38
-68,9.65,-0.82,-1.14,-0.04,0.64,-1.37
-71,9.53,-0.86,-1.19,-0.01,0.61,-1.37
-68,9.39,-0.82,-1.24,0.02,0.6,-1.36
-67,9.25,-0.8,-1.27,0.06,0.58,-1.35
-68,9.12,-0.81,-1.26,0.09,0.56,-1.34
-71,8.99,-0.87,-1.26,0.12,0.54,-1.33
-68,8.87,-0.89,-1.27,0.14,0.53,-1.33
-66,8.79,-0.85,-1.27,0.15,0.51,-1.33
-68,8.68,-0.81,-1.27,0.18,0.5,-1.32
-69,8.56,-0.84,-1.26,0.22,0.48,-1.31
-69,8.46,-0.88,-1.23,0.24,0.46,-1.31
-68,8.37,-0.83,-1.21,0.27,0.44,-1.31
-958,8.3,-0.85,-1.22,0.3,0.41,-1.3
-68,8.23,-0.85,-1.23,0.33,0.39,-1.3
-68,8.18,-0.82,-1.22,0.34,0.38,-1.29
-68,8.13,-0.89,-1.27,0.37,0.36,-1.29
-69,8.07,-0.84,-1.28,0.4,0.35,-1.29
-71,8.03,-0.78,-1.24,0.41,0.33,-1.28
-69,8,-0.8,-1.23,0.41,0.31,-1.26
-69,7.96,-0.86,-1.27,0.43,0.29,-1.26
-67,7.93,-0.82,-1.29,0.45,0.27,-1.25
-71,7.92,-0.78,-1.29,0.47,0.26,-1.25
-69,7.91,-0.74,-1.29,0.49,0.25,-1.24
-70,7.92,-0.73,-1.27,0.5,0.23,-1.23
-70,7.93,-0.69,-1.23,0.52,0.22,-1.22
-68,7.96,-0.62,-1.23,0.53,0.2,-1.21
-70,7.97,-0.57,-1.22,0.54,0.18,-1.19
-69,7.98,-0.52,-1.22,0.55,0.17,-1.18
-69,8.01,-0.46,-1.21,0.56,0.15,-1.16
-70,8.01,-0.44,-1.19,0.56,0.14,-1.15
-69,8.03,-0.4,-1.18,0.56,0.13,-1.13
-67,8.03,-0.35,-1.15,0.55,0.12,-1.11
-68,8.02,-0.31,-1.13,0.54,0.11,-1.09
-69,8.01,-0.3,-1.11,0.53,0.1,-1.07
-70,7.99,-0.28,-1.09,0.51,0.09,-1.04
-70,7.98,-0.23,-1.06,0.5,0.08,-1.02
-68,7.98,-0.21,-1.06,0.48,0.08,-1
-68,7.95,-0.19,-1.02,0.45,0.07,-0.98
-68,7.94,-0.15,-0.98,0.43,0.06,-0.95
-69,7.94,-0.12,-0.96,0.41,0.05,-0.92
-68,7.94,-0.14,-0.96,0.38,0.05,-0.89
-68,7.94,-0.15,-0.96,0.36,0.04,-0.86
-67,7.94,-0.11,-0.95,0.34,0.03,-0.83
-68,7.94,-0.08,-0.94,0.32,0.03,-0.8
-69,7.94,-0.09,-0.96,0.3,0.02,-0.77
-69,7.95,-0.09,-0.94,0.28,0.02,-0.73
-69,7.96,-0.11,-0.9,0.26,0.01,-0.69
-67,7.97,-0.09,-0.9,0.24,0.01,-0.65
-68,7.98,-0.08,-0.89,0.22,0,-0.61
-69,7.99,-0.09,-0.91,0.2,0,-0.57
-69,7.99,-0.1,-0.93,0.18,-0.01,-0.53
-67,8,-0.09,-0.93,0.17,-0.01,-0.5
-68,8,-0.11,-0.91,0.15,-0.01,-0.46
-68,8.02,-0.11,-0.9,0.13,-0.02,-0.42
-68,8.03,-0.05,-0.89,0.11,-0.02,-0.38
-69,8.06,-0.05,-0.91,0.09,-0.03,-0.34
-68,8.08,-0.03,-0.94,0.07,-0.03,-0.29
-67,8.12,0.02,-0.95,0.06,-0.03,-0.24
-68,8.17,0.03,-0.94,0.04,-0.03,-0.2
-68,8.21,0.02,-0.95,0.02,-0.03,-0.15
-70,8.25,0.01,-0.94,0,-0.03,-0.1
-68,8.3,0.01,-0.95,-0.02,-0.02,-0.05
-68,8.37,0.02,-0.94,-0.04,-0.02,0
-67,8.44,0,-0.95,-0.06,-0.02,0.05
-68,8.53,0,-0.97,-0.07,-0.02,0.11
-68,8.59,0,-0.97,-0.07,-0.02,0.14
-134,8.67,-0.02,-0.98,-0.09,-0.02,0.2
-67,8.76,-0.05,-0.99,-0.1,-0.03,0.26
-66,8.85,-0.1,-0.99,-0.1,-0.03,0.32
-69,8.95,-0.12,-0.98,-0.1,-0.04,0.38
-67,9.04,-0.12,-0.96,-0.1,-0.04,0.45
-69,9.1,-0.16,-0.98,-0.1,-0.05,0.51
-69,9.17,-0.22,-0.96,-0.09,-0.06,0.57
-70,9.23,-0.26,-0.95,-0.09,-0.07,0.63
-69,9.28,-0.26,-0.91,-0.08,-0.08,0.69
-68,9.32,-0.26,-0.89,-0.06,-0.09,0.75
-67,9.38,-0.21,-0.84,-0.04,-0.11,0.81
-68,9.42,-0.24,-0.81,-0.02,-0.12,0.88
-68,9.45,-0.24,-0.77,-0.01,-0.13,0.94
-70,9.47,-0.17,-0.72,0,-0.14,1
-69,9.47,-0.07,-0.68,0.01,-0.15,1.06
-67,9.48,-0.08,-0.64,0.02,-0.15,1.11
-69,9.48,-0.07,-0.57,0.03,-0.16,1.17
-71,9.5,0.03,-0.5,0.03,-0.17,1.22
